Locus_a,Symbol_a,Gene_ID_a,WormBase_ID_a,Locus_b,Symbol_b,Gene_ID_b,WormBase_ID_b,RSPGM_Score,Pubmed_ID,Author,BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
C27A2.5,-,182949,WBGene00016153,F13B10.2,rpl-3,175501,WBGene00004414,0.010299676,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
C27A2.5,-,182949,WBGene00016153,F17E5.1,lin-2,181400,WBGene00002991,0.003322099,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
C27A2.5,-,182949,WBGene00016153,F38A3.2,ram-2,174687,WBGene00004300,6.65e-005,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
C27A2.5,-,182949,WBGene00016153,K12G11.3,sodh-1,179627,WBGene00010790,0.007553778,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
C27A2.5,-,182949,WBGene00016153,T05F1.3,rps-19,172805,WBGene00004488,0.000651386,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
C27A2.5,-,182949,WBGene00016153,W09G12.7,-,176941,WBGene00021121,0.000541087,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
C27A2.5,-,182949,WBGene00016153,Y39B6A.1,-,180264,WBGene00012664,0.044985188,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
C27A2.5,-,182949,WBGene00016153,Y73F8A.5,-,178425,WBGene00013518,0.000541087,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
C27A2.6,dsh-2,266854,WBGene00001102,C32D5.9,lgg-1,174050,WBGene00002980,0.027283354,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
C27A2.6,dsh-2,266854,WBGene00001102,C36C9.1,meg-4,180497,WBGene00016485,0.057262338,12445390|14704431|19123269,"Walhout AJ, et al. (2002)|Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,IntAct,MINT,WI8,-
C27A2.6,dsh-2,266854,WBGene00001102,F31E8.3,tab-1,185156,WBGene00006380,0.00933169,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
C27A2.6,dsh-2,266854,WBGene00001102,F42H10.7,ess-2,176200,WBGene00018371,0.041483075,12445390|14704431|19123269,"Walhout AJ, et al. (2002)|Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,IntAct,MINT,WI8,-
C27A2.6,dsh-2,266854,WBGene00001102,H04M03.3,-,177359,WBGene00019153,0.00054047,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
C27A2.6,dsh-2,266854,WBGene00001102,K02B12.4,axl-1,186869,WBGene00010497,0.024722105,17601533,"Oosterveen T, et al. (2007)",BioGRID,-,-,IntAct,-,-,-
C27A2.6,dsh-2,266854,WBGene00001102,T04H1.2,-,179677,WBGene00011449,0.40144339,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
C27A2.6,dsh-2,266854,WBGene00001102,T05C12.6,mig-5,174317,WBGene00003241,0.5077338,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
C27A2.6,dsh-2,266854,WBGene00001102,T07D10.2,ntr-1,188227,WBGene00011582,0.004312739,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
C27A2.6,dsh-2,266854,WBGene00001102,T17H7.4,pat-12,175227,WBGene00003936,0.3362783,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
C27A2.6,dsh-2,266854,WBGene00001102,T27F2.1,skp-1,179598,WBGene00004806,0.016410824,12445390|14704431|19123269,"Walhout AJ, et al. (2002)|Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,IntAct,MINT,WI8,-
C27A2.6,dsh-2,266854,WBGene00001102,W07B3.2,gei-4,175195,WBGene00001561,0.89687178,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
C27A2.6,dsh-2,266854,WBGene00001102,Y111B2A.1,-,190948,WBGene00013727,0.00054047,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
C27A2.6,dsh-2,266854,WBGene00001102,Y42A5A.2,lact-8,189839,WBGene00012777,0.000920916,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
C27A2.6,dsh-2,266854,WBGene00001102,Y92H12A.1,src-1,171722,WBGene00005077,0.33296215,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
C27A7.1,-,179663,WBGene00007753,T17H7.4,pat-12,175227,WBGene00003936,0.0173187,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.1,spr-2,177704,WBGene00005007,F28B12.3,vrk-1,174004,WBGene00017895,0.00627561,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
C27B7.1,spr-2,177704,WBGene00005007,R07B7.3,pqn-53,179656,WBGene00004138,0.006303491,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
C27B7.1,spr-2,177704,WBGene00005007,T04C12.5,act-2,179534,WBGene00000064,0.009790924,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
C27B7.1,spr-2,177704,WBGene00005007,T05E7.1,-,172309,WBGene00020258,0.000762006,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
C27B7.4,rad-26,177706,WBGene00007761,C34C6.6,prx-5,174392,WBGene00004194,0.008310715,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,C44F1.2,gmeb-3,175487,WBGene00008092,0.16059892,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,C46H3.2,-,3564865,WBGene00016725,0.032270031,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,C49A1.4,eya-1,173293,WBGene00001377,0.51252199,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
C27B7.4,rad-26,177706,WBGene00007761,C50C3.8,bath-42,176152,WBGene00016803,0.005914655,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
C27B7.4,rad-26,177706,WBGene00007761,C53D5.4,ztf-3,171617,WBGene00016905,0.008837193,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,F01D4.6,mec-3,177938,WBGene00003167,0.14749086,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,F08C6.7,unc-98,181020,WBGene00006827,0.37060239,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,F13G3.1,ztf-2,184429,WBGene00008762,1,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,F14F3.1,vab-3,181251,WBGene00006870,0.25940533,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
C27B7.4,rad-26,177706,WBGene00007761,F23F1.1,nfyc-1,173385,WBGene00017742,0.088169827,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,F26A10.2,-,181025,WBGene00017814,0.014212704,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,F29F11.5,ceh-22,179485,WBGene00000445,0.049107654,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,F35H8.5,exc-7,174506,WBGene00001368,0.036393412,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
C27B7.4,rad-26,177706,WBGene00007761,F44A6.2,sex-1,181231,WBGene00004786,0.032985058,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,F52F12.4,lsl-1,172844,WBGene00009937,0.26425078,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,F58B3.6,-,178090,WBGene00010232,0.000549036,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
C27B7.4,rad-26,177706,WBGene00007761,K08A2.5,nhr-88,173641,WBGene00003678,0.051775273,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,K09B11.9,uso-1,178311,WBGene00010713,0.078222543,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
C27B7.4,rad-26,177706,WBGene00007761,M79.1,abl-1,181261,WBGene00000018,0.05498662,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,R06C7.9,ztf-15,172470,WBGene00011066,0.11639685,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,T07C4.6,tbx-9,176449,WBGene00006546,0.93033576,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,T11B7.4,alp-1,177701,WBGene00001132,0.31106932,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
C27B7.4,rad-26,177706,WBGene00007761,T23H4.2,nhr-69,172840,WBGene00003659,0.009414234,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
C27B7.4,rad-26,177706,WBGene00007761,T28F12.2,unc-62,178845,WBGene00006796,0.63489136,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,W03D8.8,-,189157,WBGene00020989,0.005333513,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
C27B7.4,rad-26,177706,WBGene00007761,W04D2.1,atn-1,179709,WBGene00000228,0.005896541,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
C27B7.4,rad-26,177706,WBGene00007761,Y45G5AM.1,nhr-114,178821,WBGene00003704,0.54256438,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,Y49E10.14,pie-1,176667,WBGene00004027,0.04207125,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,Y51H4A.4,zip-7,178459,WBGene00013100,0.53106218,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,Y62E10A.16,gcl-1,190457,WBGene00013382,0.005423522,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
C27B7.4,rad-26,177706,WBGene00007761,Y73F8A.21,nhr-5,191717,WBGene00003604,0.043447758,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,ZC247.3,lin-11,172893,WBGene00003000,0.18530099,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,ZK616.10,ehn-3,191363,WBGene00001223,0.33274347,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27B7.4,rad-26,177706,WBGene00007761,ZK858.4,mel-26,172737,WBGene00003209,0.090584738,14704431|19123269|23918937,"Li S, et al. (2004)|Simonis N, et al. (2009)|Gomes JE, et al. (2013)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
C27C12.6,dmd-4,181581,WBGene00007776,C39B10.6,elt-4,181249,WBGene00001252,0.004826812,16777607,"Deplancke B, et al. (2006)",-,-,GeneOrienteer,-,-,-,WormBase
C27C12.6,dmd-4,181581,WBGene00007776,F13G3.1,ztf-2,184429,WBGene00008762,0.99270879,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27C12.6,dmd-4,181581,WBGene00007776,R13F6.9,sma-3,175955,WBGene00004857,0.004820474,16777607,"Deplancke B, et al. (2006)",-,-,GeneOrienteer,-,-,-,WormBase
C27C12.6,dmd-4,181581,WBGene00007776,W02D3.9,unc-37,172394,WBGene00006773,0.000114544,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27C7.4,nhr-73,191722,WBGene00003663,K10C3.6,nhr-49,172839,WBGene00003639,0.012908352,14704431|19123269|23791784,"Li S, et al. (2004)|Simonis N, et al. (2009)|Reece-Hoyes JS, et al. (2013)",BioGRID,DIP,GeneOrienteer,IntAct,-,WI8,WormBase
C27C7.4,nhr-73,191722,WBGene00003663,Y37D8A.9,mrg-1,176702,WBGene00003406,0.032766657,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C27D11.1,egl-45,176094,WBGene00001209,K05B2.3,ifa-4,180765,WBGene00002052,0.015875787,18692475,"Boxem M, et al. (2008)",-,-,-,-,MINT,-,-
C27D11.1,egl-45,176094,WBGene00001209,T03E6.7,cpl-1,180111,WBGene00000776,0.007323242,18692475,"Boxem M, et al. (2008)",-,-,-,-,MINT,-,-
C27D11.1,egl-45,176094,WBGene00001209,T08B2.9,fars-1,172311,WBGene00001497,0.003922917,18692475,"Boxem M, et al. (2008)",-,-,-,-,MINT,-,-
C27D11.1,egl-45,176094,WBGene00001209,T23D8.4,eif-3.C,172858,WBGene00001226,0.004928429,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,-,-,-
C27D11.1,egl-45,176094,WBGene00001209,Y54E2A.11,eif-3.B,175138,WBGene00001225,0.006479406,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,MINT,-,-
C27D6.3,-,173886,WBGene00016161,F11G11.4,-,184365,WBGene00017384,0.002024915,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
C27D6.4,crh-2,259434,WBGene00016162,Y106G6H.2,pab-1,172920,WBGene00003902,0.003443475,18692475,"Boxem M, et al. (2008)",-,-,-,-,MINT,-,-
C27D6.4,crh-2,259434,WBGene00016162,Y34D9A.10,vps-4,189590,WBGene00021334,0.005681013,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,-,-,-
C27D8.3,-,178224,WBGene00007779,Y57G11C.22,-,178409,WBGene00013317,0.034702063,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
C27D9.1,-,173822,WBGene00016163,C31H1.8,-,177351,WBGene00016291,0.006041475,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,-,-,-
C27D9.1,-,173822,WBGene00016163,F32E10.4,ima-3,177533,WBGene00002074,0.011633631,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,-,-,-
C27D9.1,-,173822,WBGene00016163,F46A9.4,skr-2,172773,WBGene00004808,0.019008934,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,MINT,-,-
C27D9.1,-,173822,WBGene00016163,F46A9.5,skr-1,172775,WBGene00004807,0.039065905,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,MINT,-,-
C27F2.4,-,175671,WBGene00016166,Y105E8A.26,zoo-1,173316,WBGene00013683,0.009295807,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
C27F2.7,-,259768,WBGene00016169,F22E5.17,-,173611,WBGene00017712,0.005235327,18692475,"Boxem M, et al. (2008)",-,-,-,-,MINT,-,-
C27F2.7,-,259768,WBGene00016169,F25H2.9,pas-5,172942,WBGene00003926,0.005528912,18692475,"Boxem M, et al. (2008)",-,-,-,-,MINT,-,-
C27F2.7,-,259768,WBGene00016169,F46A9.4,skr-2,172773,WBGene00004808,0.018257966,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,MINT,-,-
C27F2.7,-,259768,WBGene00016169,F46A9.5,skr-1,172775,WBGene00004807,0.035786627,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,MINT,-,-
C27F2.7,-,259768,WBGene00016169,T08G5.5,vps-39,179902,WBGene00011625,0.10076057,18692475,"Boxem M, et al. (2008)",-,-,-,-,MINT,-,-
C27H5.1,pdl-1,191741,WBGene00003966,C34C6.6,prx-5,174392,WBGene00004194,0.095065789,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
C27H5.1,pdl-1,191741,WBGene00003966,F19H8.3,arl-3,175121,WBGene00000188,0.001247171,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
C27H5.1,pdl-1,191741,WBGene00003966,F40F9.6,aagr-3,179364,WBGene00009583,0.00388234,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
C27H5.1,pdl-1,191741,WBGene00003966,H02I12.5,-,178064,WBGene00010353,0.0204306,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
C27H5.1,pdl-1,191741,WBGene00003966,T27E9.1,ant-1.1,176773,WBGene00006439,0.027464682,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
C27H5.2,-,174176,WBGene00016172,F44G3.9,nhr-111,185757,WBGene00003701,0.049620498,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
C27H5.2,-,174176,WBGene00016172,K01D12.4,twk-14,179699,WBGene00006669,0.003865467,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
C27H5.2,-,174176,WBGene00016172,T17H7.4,pat-12,175227,WBGene00003936,0.12199585,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
C27H5.2,-,174176,WBGene00016172,W01A11.3,unc-83,179033,WBGene00006815,0.016440602,20005871,"Fridolfsson HN, et al. (2010)",-,-,-,IntAct,-,-,-
C27H5.2,-,174176,WBGene00016172,W07B3.2,gei-4,175195,WBGene00001561,0.57740161,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
C27H5.2,-,174176,WBGene00016172,ZK662.4,lin-15B,181662,WBGene00023497,0.021350742,14704431,"Li S, et al. (2004)",BioGRID,-,GeneOrienteer,-,-,-,-
C27H5.2,-,174176,WBGene00016172,ZK678.1,lin-15A,181663,WBGene00023498,0.022461784,10615043|19123269,"Walhout AJ, et al. (2000)|Simonis N, et al. (2009)",-,-,-,IntAct,MINT,WI8,-
C27H5.4,-,174177,WBGene00016174,Y57A10A.8,-,190336,WBGene00013253,0.001205375,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
C27H6.2,ruvb-1,179388,WBGene00007784,C34E10.6,atp-2,175716,WBGene00000229,0.002674234,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,MINT,-,-
C27H6.2,ruvb-1,179388,WBGene00007784,T01D1.6,abu-11,173404,WBGene00000034,0.006506984,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
C27H6.2,ruvb-1,179388,WBGene00007784,T20G5.1,chc-1,176434,WBGene00011867,0.02039771,18692475,"Boxem M, et al. (2008)",-,-,-,-,MINT,-,-
C27H6.2,ruvb-1,179388,WBGene00007784,T22D1.10,ruvb-2,177458,WBGene00020687,0.002903463,12445390|14704431|18692475|19123269,"Walhout AJ, et al. (2002)|Li S, et al. (2004)|Boxem M, et al. (2008)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,IntAct,MINT,WI8,-
C27H6.2,ruvb-1,179388,WBGene00007784,ZK328.1,cyk-3,175853,WBGene00000874,2.66e-005,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,-,-,-
C27H6.3,tofu-1,179389,WBGene00007785,Y63D3A.4,tdpt-1,173276,WBGene00013405,0.009083815,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
C28A5.1,-,175580,WBGene00007788,Y105E8A.26,zoo-1,173316,WBGene00013683,0.009295807,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
C28A5.3,nex-3,191716,WBGene00003590,F10C1.2,ifb-1,173976,WBGene00002053,0.002567842,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
C28A5.3,nex-3,191716,WBGene00003590,R03D7.6,gst-5,187537,WBGene00001753,0.00650104,15221760,"Greetham D, et al. (2004)",-,-,-,IntAct,-,-,-
C28A5.4,ceh-43,175581,WBGene00000463,C32D5.1,-,174049,WBGene00016310,0.007054533,17513831,"Vermeirssen V, et al. (2007)",-,-,GeneOrienteer,-,-,-,WormBase
C28A5.4,ceh-43,175581,WBGene00000463,C39B10.6,elt-4,181249,WBGene00001252,0.065865037,16777607,"Deplancke B, et al. (2006)",-,-,GeneOrienteer,-,-,-,WormBase
C28A5.4,ceh-43,175581,WBGene00000463,C47G2.2,unc-130,174721,WBGene00006853,0.1193582,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C28A5.4,ceh-43,175581,WBGene00000463,F13G11.1,dmd-6,178392,WBGene00007058,0.21873387,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C28A5.4,ceh-43,175581,WBGene00000463,F13G3.1,ztf-2,184429,WBGene00008762,1,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C28A5.4,ceh-43,175581,WBGene00000463,F14F3.1,vab-3,181251,WBGene00006870,0.18736408,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C28A5.4,ceh-43,175581,WBGene00000463,F38A6.1,pha-4,180357,WBGene00004013,0.49337598,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C28A5.4,ceh-43,175581,WBGene00000463,F40F9.7,drap-1,179365,WBGene00009584,0.2306795,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C28A5.4,ceh-43,175581,WBGene00000463,F58E6.10,unc-42,192081,WBGene00006778,0.17042417,17513831,"Vermeirssen V, et al. (2007)",-,-,GeneOrienteer,-,-,-,WormBase
C28A5.4,ceh-43,175581,WBGene00000463,K08F8.2,atf-2,174399,WBGene00000220,0.085709825,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C28A5.4,ceh-43,175581,WBGene00000463,R11E3.6,eor-1,177249,WBGene00001324,0.31874406,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C28A5.4,ceh-43,175581,WBGene00000463,T05A10.1,sma-9,181271,WBGene00004862,0.23263603,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C28A5.4,ceh-43,175581,WBGene00000463,T07C4.2,tbx-8,176450,WBGene00006545,0.006748189,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C28A5.4,ceh-43,175581,WBGene00000463,T07C4.6,tbx-9,176449,WBGene00006546,1,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C28A5.4,ceh-43,175581,WBGene00000463,T22B7.1,egl-13,180833,WBGene00001182,0.67975715,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C28A5.4,ceh-43,175581,WBGene00000463,T22H9.4,dmd-8,188771,WBGene00020708,0.94553691,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C28A5.4,ceh-43,175581,WBGene00000463,W05H7.4,zfp-3,180479,WBGene00021047,0.26049368,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C28A5.4,ceh-43,175581,WBGene00000463,Y47D3A.6,tra-1,176548,WBGene00006604,0.2274894,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C28A5.4,ceh-43,175581,WBGene00000463,Y51H4A.4,zip-7,178459,WBGene00013100,0.86042581,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
C28A5.4,ceh-43,175581,WBGene00000463,Y53C10A.3,hsf-2,190192,WBGene00013134,0.21119004,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
